# Date: 19/07/01
# Author: 955c6923
# First row is the observation number
# Each observation has a frequency (Hz) column followed by a spectra (A.U.) column
47700,47700,21339,21339,14269,14269,25604,25604,40457,40457,30308,30308,33315,33315,21212,21212,43295,43295,22260,22260,20585,20585,10509,10509,27079,27079,21251,21251,18045,18045,11982,11982,40969,40969,40873,40873,43995,43995,11239,11239,32462,32462,48672,48672,20507,20507,23933,23933,15162,15162,31386,31386,45769,45769,39352,39352,46882,46882,11268,11268
5.659871e+14,100.760634,5.757367e+14,133.649432,5.609336e+14,127.867834,5.764826e+14,114.054052,5.695358e+14,135.076685,5.572756e+14,105.341272,5.737971e+14,127.525473,5.688105e+14,151.429780,5.687622e+14,135.505579,5.630734e+14,114.498157,5.678069e+14,121.569644,5.578343e+14,108.954749,5.622658e+14,128.077847,5.688788e+14,128.175739,5.630042e+14,134.409264,5.721557e+14,137.851222,5.609869e+14,126.791171,5.648839e+14,129.375506,5.666571e+14,125.736818,5.616303e+14,95.005381,5.635142e+14,128.255470,5.753093e+14,150.896609,5.595849e+14,110.356007,5.621940e+14,128.639358,5.627576e+14,145.088194,5.654807e+14,102.237901,5.679121e+14,127.091513,5.662788e+14,134.974789,5.748449e+14,132.853037,5.621684e+14,140.624817
5.660371e+14,97.422784,5.757868e+14,129.223432,5.609836e+14,141.440580,5.765327e+14,103.622879,5.695858e+14,134.904602,5.573256e+14,101.009138,5.738472e+14,144.378329,5.688605e+14,132.326163,5.688122e+14,139.079301,5.631234e+14,123.590561,5.678569e+14,116.423897,5.578844e+14,113.637392,5.623159e+14,139.607449,5.689288e+14,132.768200,5.630542e+14,149.785024,5.722058e+14,146.393847,5.610370e+14,138.795822,5.649339e+14,131.113666,5.667072e+14,124.877865,5.616804e+14,98.608242,5.635643e+14,115.653198,5.753594e+14,137.710466,5.596349e+14,120.980469,5.622441e+14,117.982245,5.628077e+14,145.084617,5.655307e+14,98.776933,5.679622e+14,122.920027,5.663288e+14,141.711658,5.748949e+14,132.887326,5.622184e+14,142.779502
5.660872e+14,99.951070,5.758368e+14,128.667250,5.610337e+14,141.904977,5.765827e+14,110.992368,5.696359e+14,138.962947,5.573757e+14,104.890463,5.738972e+14,135.007868,5.689106e+14,136.275547,5.688623e+14,130.875796,5.631735e+14,112.762528,5.679070e+14,117.889212,5.579344e+14,105.325745,5.623659e+14,141.609454,5.689789e+14,133.568410,5.631043e+14,139.152034,5.722558e+14,146.181199,5.610870e+14,134.859535,5.649840e+14,144.471641,5.667572e+14,125.437569,5.617304e+14,118.090878,5.636143e+14,117.847846,5.754094e+14,141.083497,5.596850e+14,121.961727,5.622941e+14,120.121502,5.628577e+14,140.842339,5.655808e+14,109.355021,5.680122e+14,127.699685,5.663789e+14,128.990762,5.749450e+14,130.094274,5.622685e+14,142.836645
5.661372e+14,108.194404,5.758869e+14,122.896037,5.610837e+14,136.596577,5.766328e+14,111.545306,5.696859e+14,136.139734,5.574257e+14,100.313588,5.739473e+14,137.804397,5.689606e+14,139.836187,5.689123e+14,134.472731,5.632235e+14,111.543309,5.679570e+14,115.188352,5.579845e+14,106.693904,5.624160e+14,127.148298,5.690289e+14,141.580470,5.631543e+14,128.335214,5.723059e+14,140.516851,5.611371e+14,134.478509,5.650340e+14,138.952097,5.668073e+14,139.406506,5.617805e+14,101.347490,5.636644e+14,113.218428,5.754595e+14,135.523509,5.597350e+14,127.838805,5.623442e+14,115.823090,5.629078e+14,134.376789,5.656308e+14,117.490115,5.680623e+14,125.360454,5.664289e+14,132.203080,5.749950e+14,137.689710,5.623185e+14,153.851657
5.661873e+14,113.453764,5.759369e+14,126.893755,5.611338e+14,142.701482,5.766828e+14,116.933222,5.697360e+14,141.638444,5.574758e+14,107.563987,5.739973e+14,129.956499,5.690107e+14,136.478261,5.689624e+14,127.191866,5.632736e+14,119.607349,5.680071e+14,114.093635,5.580345e+14,120.725357,5.624660e+14,135.228828,5.690790e+14,139.619391,5.632044e+14,132.546346,5.723559e+14,144.347282,5.611871e+14,145.994631,5.650841e+14,138.068883,5.668573e+14,125.992687,5.618305e+14,102.315917,5.637144e+14,133.438790,5.755095e+14,138.686765,5.597851e+14,114.773299,5.623942e+14,115.357192,5.629578e+14,145.373069,5.656809e+14,124.890974,5.681123e+14,112.130362,5.664790e+14,136.134300,5.750451e+14,139.443542,5.623686e+14,128.447839
5.662373e+14,109.510907,5.759870e+14,126.392127,5.611838e+14,138.390655,5.767329e+14,113.237792,5.697860e+14,136.550275,5.575258e+14,101.134116,5.740474e+14,129.787886,5.690607e+14,142.063335,5.690124e+14,123.394542,5.633236e+14,106.643411,5.680571e+14,104.457113,5.580846e+14,117.421790,5.625161e+14,132.060834,5.691290e+14,134.593855,5.632544e+14,136.973152,5.724060e+14,143.357612,5.612372e+14,133.368536,5.651341e+14,134.466380,5.669074e+14,137.510568,5.618806e+14,102.369629,5.637645e+14,123.732063,5.755596e+14,139.244661,5.598351e+14,123.238461,5.624443e+14,110.134336,5.630079e+14,143.112152,5.657309e+14,107.440316,5.681624e+14,117.694628,5.665290e+14,135.829316,5.750952e+14,131.486543,5.624186e+14,135.250161
5.662874e+14,103.410136,5.760370e+14,116.178873,5.612339e+14,145.167216,5.767829e+14,112.110010,5.698361e+14,126.510245,5.575759e+14,115.042570,5.740974e+14,131.896096,5.691108e+14,131.542101,5.690625e+14,131.737111,5.633737e+14,112.310707,5.681072e+14,113.797209,5.581346e+14,120.823088,5.625661e+14,138.765139,5.691791e+14,136.059498,5.633045e+14,120.817658,5.724560e+14,144.998170,5.612872e+14,137.873159,5.651842e+14,133.374132,5.669574e+14,145.227072,5.619306e+14,98.583406,5.638145e+14,116.669140,5.756096e+14,144.452815,5.598852e+14,121.698044,5.624943e+14,108.695546,5.630579e+14,144.504699,5.657810e+14,110.080123,5.682124e+14,122.140683,5.665791e+14,138.052471,5.751452e+14,133.249849,5.624687e+14,131.517748
5.663374e+14,104.968049,5.760871e+14,129.991723,5.612839e+14,140.297784,5.768330e+14,102.667769,5.698861e+14,132.831536,5.576259e+14,112.532870,5.741475e+14,123.887698,5.691608e+14,146.002487,5.691125e+14,134.831061,5.634237e+14,115.092368,5.681572e+14,110.115600,5.581847e+14,118.706484,5.626162e+14,135.525522,5.692291e+14,136.001365,5.633545e+14,124.879160,5.725061e+14,153.665035,5.613373e+14,126.402481,5.652342e+14,136.900791,5.670075e+14,126.400586,5.619807e+14,103.215663,5.638646e+14,128.485103,5.756597e+14,146.319890,5.599352e+14,115.858637,5.625444e+14,110.783831,5.631080e+14,136.523959,5.658310e+14,117.316130,5.682625e+14,129.366217,5.666291e+14,132.728759,5.751953e+14,143.616998,5.625187e+14,143.750249
5.663875e+14,97.196830,5.761371e+14,139.761336,5.613340e+14,142.880125,5.768830e+14,106.310178,5.699362e+14,136.623945,5.576760e+14,108.817234,5.741975e+14,126.244627,5.692109e+14,138.489713,5.691626e+14,130.560398,5.634738e+14,110.113175,5.682073e+14,108.600324,5.582347e+14,119.352707,5.626662e+14,129.511086,5.692792e+14,144.868177,5.634046e+14,141.242689,5.725561e+14,147.357301,5.613873e+14,139.153889,5.652843e+14,129.971157,5.670575e+14,132.301397,5.620307e+14,92.692933,5.639146e+14,123.371301,5.757097e+14,135.248111,5.599853e+14,126.305348,5.625944e+14,108.885557,5.631580e+14,149.497420,5.658811e+14,106.651887,5.683125e+14,129.572918,5.666792e+14,136.078744,5.752453e+14,146.244713,5.625688e+14,142.773256
5.664375e+14,104.324344,5.761872e+14,124.209201,5.613840e+14,143.330411,5.769331e+14,98.327844,5.699862e+14,134.291625,5.577260e+14,107.356140,5.742476e+14,126.844553,5.692609e+14,137.093427,5.692126e+14,127.488389,5.635238e+14,105.697512,5.682573e+14,112.759708,5.582848e+14,106.122104,5.627163e+14,129.012692,5.693292e+14,135.384141,5.634546e+14,136.878937,5.726062e+14,132.994387,5.614374e+14,148.081400,5.653343e+14,146.615112,5.671076e+14,142.030511,5.620808e+14,104.107744,5.639647e+14,123.174100,5.757598e+14,134.336436,5.600353e+14,119.595412,5.626445e+14,124.065275,5.632081e+14,146.327994,5.659311e+14,119.321892,5.683626e+14,126.912747,5.667292e+14,140.840892,5.752954e+14,136.751738,5.626188e+14,145.696017
